Relatório Meteorológico da Estação: Alto da Boa Vista 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/05/2018 00:00:00 HBV 0.0 ND ND 18.3 ND 84 
01/05/2018 00:15:00 HBV 0.0 ND ND 18.3 ND 83 
01/05/2018 00:30:00 HBV 0.0 ND ND 18.1 ND 84 
01/05/2018 00:45:00 HBV 0.0 ND ND 18.1 ND 85 
01/05/2018 01:00:00 HBV 0.0 ND ND 18.1 ND 86 
01/05/2018 01:15:00 HBV 0.0 ND ND 18.1 ND 88 
01/05/2018 01:30:00 HBV 0.0 ND ND 18.1 ND 89 
01/05/2018 01:45:00 HBV 0.0 ND ND 18.1 ND 89 
01/05/2018 02:00:00 HBV 0.0 ND ND 18.3 ND 88 
01/05/2018 02:15:00 HBV 0.0 ND ND 18.6 ND 87 
01/05/2018 02:30:00 HBV 0.0 ND ND 18.6 ND 88 
01/05/2018 02:45:00 HBV 0.0 ND ND 19.1 ND 88 
01/05/2018 03:00:00 HBV 0.0 ND ND 18.3 ND 89 
01/05/2018 03:15:00 HBV 0.0 ND ND 18.1 ND 90 
01/05/2018 03:30:00 HBV 0.0 ND ND 18.3 ND 89 
01/05/2018 03:45:00 HBV 0.0 ND ND 18.3 ND 89 
01/05/2018 04:00:00 HBV 0.0 ND ND 18.1 ND 90 
01/05/2018 04:15:00 HBV 0.0 ND ND 18.3 ND 89 
01/05/2018 04:30:00 HBV 0.0 ND ND 18.3 ND 90 
01/05/2018 04:45:00 HBV 0.0 ND ND 18.3 ND 91 
01/05/2018 05:00:00 HBV 0.0 ND ND 18.8 ND 87 
01/05/2018 05:15:00 HBV 0.0 ND ND 19.1 ND 84 
01/05/2018 05:30:00 HBV 0.0 ND ND 18.8 ND 86 
01/05/2018 05:45:00 HBV 0.0 ND ND 18.3 ND 88 
01/05/2018 06:00:00 HBV 0.0 ND ND 18.1 ND 89 
