Relatório Meteorológico da Estação: Guaratiba 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/11/2004 00:07:00 HBV 0.0 249 21.2 22.1 1011.6 89 
01/11/2004 00:22:00 HBV 0.0 246 17.3 22.0 1011.5 89 
01/11/2004 00:37:00 HBV 0.0 263 15.2 22.0 1011.4 89 
01/11/2004 00:52:00 HBV 0.0 290 11.6 22.0 1011.5 89 
01/11/2004 01:07:00 HBV 0.0 278 11.3 21.9 1011.3 89 
01/11/2004 01:22:00 HBV 0.0 277 13.1 21.6 1011.0 89 
01/11/2004 01:37:00 HBV 0.0 271 15.5 21.6 1010.8 90 
01/11/2004 01:52:00 HBV 0.0 264 15.5 21.5 1010.5 90 
01/11/2004 02:07:00 HBV 0.0 255 19.1 21.8 1010.5 90 
01/11/2004 02:22:00 HBV 0.0 259 16.2 21.8 1010.5 91 
01/11/2004 02:37:00 HBV 0.0 263 12.3 21.6 1010.4 90 
01/11/2004 02:52:00 HBV 0.0 253 13.4 21.6 1010.0 90 
01/11/2004 03:07:00 HBV 0.0 261 12.0 21.5 1010.0 90 
01/11/2004 03:22:00 HBV 0.0 258 14.5 21.5 1010.3 90 
01/11/2004 03:37:00 HBV 0.0 268 10.6 21.5 1010.3 91 
01/11/2004 03:52:00 HBV 0.0 261 9.5 21.4 1010.4 91 
01/11/2004 04:07:00 HBV 0.0 262 8.5 21.4 1010.5 91 
01/11/2004 04:22:00 HBV 0.0 312 3.2 21.2 1010.3 91 
01/11/2004 04:37:00 HBV 0.0 294 5.3 21.2 1010.5 91 
01/11/2004 04:52:00 HBV 0.0 274 6.4 21.2 1010.6 91 
01/11/2004 05:07:00 HBV 0.0 287 1.8 21.2 1010.8 91 
01/11/2004 05:22:00 HBV 0.0 263 7.4 21.3 1011.1 92 
01/11/2004 05:37:00 HBV 0.0 299 4.6 21.4 1011.3 92 
