Relatório Meteorológico da Estação: Guaratiba 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/08/2004 00:07:00 HBV 0.0 031 9.9 15.8 1013.2 81 
01/08/2004 00:22:00 HBV 0.0 043 10.6 16.3 1013.1 80 
01/08/2004 00:37:00 HBV 0.0 046 8.5 16.8 1013.2 78 
01/08/2004 00:52:00 HBV 0.0 069 6.7 16.3 1013.3 78 
01/08/2004 01:07:00 HBV 0.0 157 9.9 16.9 1013.2 79 
01/08/2004 01:22:00 HBV 0.0 104 9.2 17.1 1013.2 78 
01/08/2004 01:37:00 HBV 0.0 043 7.1 17.3 1013.2 77 
01/08/2004 01:52:00 HBV 0.0 029 5.3 17.0 1013.1 76 
01/08/2004 02:07:00 HBV 0.0 018 6.0 17.1 1012.8 76 
01/08/2004 02:22:00 HBV 0.0 049 2.8 16.4 1012.8 78 
01/08/2004 02:37:00 HBV 0.0 055 2.8 15.9 1012.6 80 
01/08/2004 02:52:00 HBV 0.0 081 2.5 15.8 1012.5 82 
01/08/2004 03:07:00 HBV 0.0 058 8.5 16.3 1012.5 82 
01/08/2004 03:22:00 HBV 0.0 036 6.7 17.3 1012.5 77 
01/08/2004 03:37:00 HBV 0.0 046 2.1 16.6 1012.4 77 
01/08/2004 03:52:00 HBV 0.0 030 6.0 16.4 1012.4 80 
01/08/2004 04:07:00 HBV 0.0 033 6.0 16.8 1012.2 80 
01/08/2004 04:22:00 HBV 0.0 053 5.3 16.8 1012.1 80 
01/08/2004 04:37:00 HBV 0.0 038 6.4 17.0 1012.0 79 
01/08/2004 04:52:00 HBV 0.0 059 5.3 17.0 1012.0 78 
01/08/2004 05:07:00 HBV 0.0 036 8.1 17.0 1012.0 78 
01/08/2004 05:22:00 HBV 0.0 042 10.6 17.9 1012.0 74 
01/08/2004 05:37:00 HBV 0.0 069 9.5 18.1 1012.1 72 
