Relatório Meteorológico da Estação: Jardim Botânico 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/08/2018 00:00:00 HBV 0.0 ND ND 20.3 ND ND 
01/08/2018 00:15:00 HBV 0.0 ND ND 20.3 ND ND 
01/08/2018 00:30:00 HBV 0.0 ND ND 20.3 ND ND 
01/08/2018 00:45:00 HBV 0.0 ND ND 20.5 ND ND 
01/08/2018 01:00:00 HBV 0.0 ND ND 20.5 ND ND 
01/08/2018 01:15:00 HBV 0.0 ND ND 20.5 ND ND 
01/08/2018 01:30:00 HBV 0.0 ND ND 20.5 ND ND 
01/08/2018 01:45:00 HBV 0.0 ND ND 20.5 ND ND 
01/08/2018 02:00:00 HBV 0.0 ND ND 20.8 ND ND 
01/08/2018 02:15:00 HBV 0.0 ND ND 20.8 ND ND 
01/08/2018 02:30:00 HBV 0.0 ND ND 20.8 ND ND 
01/08/2018 02:45:00 HBV 0.0 ND ND 20.5 ND ND 
01/08/2018 03:00:00 HBV 0.0 ND ND 20.5 ND ND 
01/08/2018 03:15:00 HBV 0.0 ND ND 20.3 ND ND 
01/08/2018 03:30:00 HBV 0.0 ND ND 20.5 ND ND 
01/08/2018 03:45:00 HBV 0.0 ND ND 20.3 ND ND 
01/08/2018 04:00:00 HBV 0.0 ND ND 20.5 ND ND 
01/08/2018 04:15:00 HBV 0.0 ND ND 20.1 ND ND 
01/08/2018 04:30:00 HBV 0.0 ND ND 20.1 ND ND 
01/08/2018 04:45:00 HBV 0.0 ND ND 20.1 ND ND 
01/08/2018 05:00:00 HBV 0.0 ND ND 20.1 ND ND 
01/08/2018 05:15:00 HBV 0.0 ND ND 19.8 ND ND 
01/08/2018 05:30:00 HBV 0.0 ND ND 19.8 ND ND 
01/08/2018 05:45:00 HBV 0.0 ND ND 19.8 ND ND 
01/08/2018 06:00:00 HBV 0.0 ND ND 19.8 ND ND 
