Relatório Meteorológico da Estação: Barra/Riocentro

Dados normalizados para o Horário Brasileiro de Verão (HBV)

Dia         Hora      HBV   Chuva  DirVento  VelVento  Temperatura  Pressao  Umidade
                                     (graus)     (m/s)    (celsius)    (hPa)      (%)
01/01/2015  00:00:00  HBV     0.0        ND        ND         28.1       ND       64
01/01/2015  00:15:00  HBV     0.0        ND        ND         27.9       ND       61
01/01/2015  00:30:00  HBV     0.0        ND        ND         27.6       ND       62
01/01/2015  00:45:00  HBV     0.0        ND        ND         27.6       ND       64
01/01/2015  01:00:00  HBV     0.0        ND        ND         27.6       ND       66
01/01/2015  01:15:00  HBV     0.0        ND        ND         27.4       ND       68
01/01/2015  01:30:00  HBV     0.0        ND        ND         27.4       ND       66
01/01/2015  01:45:00  HBV     0.0        ND        ND         27.4       ND       67
01/01/2015  02:00:00  HBV     0.0        ND        ND         27.1       ND       67
01/01/2015  02:15:00  HBV     0.0        ND        ND         27.1       ND       68
01/01/2015  02:30:00  HBV     0.0        ND        ND         26.9       ND       69
01/01/2015  02:45:00  HBV     0.0        ND        ND         26.9       ND       69
01/01/2015  03:00:00  HBV     0.0        ND        ND         26.9       ND       68
01/01/2015  03:15:00  HBV     0.0        ND        ND         26.4       ND       70
01/01/2015  03:30:00  HBV     0.0        ND        ND         26.4       ND       73
01/01/2015  03:45:00  HBV     0.0        ND        ND         25.9       ND       72
01/01/2015  04:00:00  HBV     0.0        ND        ND         25.9       ND       76
01/01/2015  04:15:00  HBV     0.0        ND        ND         25.7       ND       76
01/01/2015  04:30:00  HBV     0.0        ND        ND         25.4       ND       79
01/01/2015  04:45:00  HBV     0.0        ND        ND         25.4       ND       78
01/01/2015  05:00:00  HBV     0.0        ND        ND         25.4       ND       76
01/01/2015  05:15:00  HBV     0.0        ND        ND         25.2       ND       78
01/01/2015  05:30:00  HBV     0.0        ND        ND         25.7       ND       75
01/01/2015  05:45:00  HBV     0.0        ND        ND         25.7       ND       77
01/01/2015  06:00:00  HBV     0.0        ND        ND         25.4       ND       75
01/01/2015  06:15:00  HBV     0.0        ND        ND         25.9       ND       75
01/01/2015  06:30:00  HBV     0.0        ND        ND         26.4       ND       70
01/01/2015  06:45:00  HBV     0.0        ND        ND         26.7       ND       71
01/01/2015  07:00:00  HBV     0.0        ND        ND         27.1       ND       66
01/01/2015  07:15:00  HBV     0.0        ND        ND         27.6       ND       66
01/01/2015  07:30:00  HBV     0.0        ND        ND         28.4       ND       64
01/01/2015  07:45:00  HBV     0.0        ND        ND         28.8       ND       63
01/01/2015  08:00:00  HBV     0.0        ND        ND         29.3       ND       60
01/01/2015  08:15:00  HBV     0.0        ND        ND         29.6       ND       62
01/01/2015  08:30:00  HBV     0.0        ND        ND         31.0       ND       52
01/01/2015  08:45:00  HBV     0.0        ND        ND         32.3       ND       51
01/01/2015  09:00:00  HBV     0.0        ND        ND         32.5       ND       57
01/01/2015  09:15:00  HBV     0.0        ND        ND         33.0       ND       54
01/01/2015  09:30:00  HBV     0.0        ND        ND         32.8       ND       55
01/01/2015  09:45:00  HBV     0.0        ND        ND         33.7       ND       48
01/01/2015  10:00:00  HBV     0.0        ND        ND         34.7       ND       47
01/01/2015  10:15:00  HBV     0.0        ND        ND         34.0       ND       47
01/01/2015  10:30:00  HBV     0.0        ND        ND         33.7       ND       48
01/01/2015  10:45:00  HBV     0.0        ND        ND         33.7       ND       50
01/01/2015  11:00:00  HBV     0.0        ND        ND         35.2       ND       46
01/01/2015  11:15:00  HBV     0.0        ND        ND         35.2       ND       45
01/01/2015  11:30:00  HBV     0.0        ND        ND         36.7       ND       42
01/01/2015  11:45:00  HBV     0.0        ND        ND         35.9       ND       42
01/01/2015  12:00:00  HBV     0.0        ND        ND         36.9       ND       41
01/01/2015  12:15:00  HBV     0.0        ND        ND         35.7       ND       44
01/01/2015  12:30:00  HBV     0.0        ND        ND         36.2       ND       45
01/01/2015  12:45:00  HBV     0.0        ND        ND         36.2       ND       44
01/01/2015  13:00:00  HBV     0.0        ND        ND         36.7       ND       42
01/01/2015  13:15:00  HBV     0.0        ND        ND         36.9       ND       39
01/01/2015  13:30:00  HBV     0.0        ND        ND         36.2       ND       41
01/01/2015  13:45:00  HBV     0.0        ND        ND         36.2       ND       42
01/01/2015  14:00:00  HBV     0.0        ND        ND         36.4       ND       41
01/01/2015  14:15:00  HBV     0.0        ND        ND         35.2       ND       47
01/01/2015  14:30:00  HBV     0.0        ND        ND         34.5       ND       51
01/01/2015  14:45:00  HBV     0.0        ND        ND         35.2       ND       46
01/01/2015  15:00:00  HBV     0.0        ND        ND         34.5       ND       46
01/01/2015  15:15:00  HBV     0.0        ND        ND         35.2       ND       42
01/01/2015  15:30:00  HBV     0.0        ND        ND         35.4       ND       40
01/01/2015  15:45:00  HBV     0.0        ND        ND         35.9       ND       39
01/01/2015  16:00:00  HBV     0.0        ND        ND         36.7       ND       38
01/01/2015  16:15:00  HBV     0.0        ND        ND         36.4       ND       38
01/01/2015  16:30:00  HBV     0.0        ND        ND         36.9       ND       40
01/01/2015  16:45:00  HBV     0.0        ND        ND         36.4       ND       40
01/01/2015  17:00:00  HBV     0.0        ND        ND         35.4       ND       40
01/01/2015  17:15:00  HBV     0.0        ND        ND         35.7       ND       40
01/01/2015  17:30:00  HBV     0.0        ND        ND         35.9       ND       39
01/01/2015  17:45:00  HBV     0.0        ND        ND         35.4       ND       41
01/01/2015  18:00:00  HBV     0.0        ND        ND         34.7       ND       42
01/01/2015  18:15:00  HBV     0.0        ND        ND         34.7       ND       42
01/01/2015  18:30:00  HBV     0.0        ND        ND         33.5       ND       44
01/01/2015  18:45:00  HBV     0.0        ND        ND         33.0       ND       45
01/01/2015  19:00:00  HBV     0.0        ND        ND         32.8       ND       44
01/01/2015  19:15:00  HBV     0.0        ND        ND         31.8       ND       56
01/01/2015  19:30:00  HBV     0.0        ND        ND         31.5       ND       58
01/01/2015  19:45:00  HBV     0.0        ND        ND         31.5       ND       56
01/01/2015  20:00:00  HBV     0.0        ND        ND         31.8       ND       55
01/01/2015  20:15:00  HBV     0.0        ND        ND         32.0       ND       53
01/01/2015  20:30:00  HBV     0.0        ND        ND         31.3       ND       53
01/01/2015  20:45:00  HBV     0.0        ND        ND         31.3       ND       57
01/01/2015  21:00:00  HBV     0.0        ND        ND         31.3       ND       59
01/01/2015  21:15:00  HBV     0.0        ND        ND         31.8       ND       56
01/01/2015  21:30:00  HBV     0.0        ND        ND         30.8       ND       57
01/01/2015  21:45:00  HBV     0.0        ND        ND         30.6       ND       59
