Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/10/2015 00:00:00 nHBV 0.0 - 0.0 24.5 1010.9 79 
01/10/2015 00:15:00 nHBV 0.0 - 0.0 24.6 1010.6 80 
01/10/2015 00:30:00 nHBV 0.0 - 0.0 24.6 1010.6 80 
01/10/2015 00:45:00 nHBV 0.0 - 0.0 24.2 1010.6 79 
01/10/2015 01:00:00 nHBV 0.0 - 0.0 24.6 1010.2 78 
01/10/2015 01:15:00 nHBV 0.0 232 5.6 24.7 1010.2 77 
01/10/2015 01:30:00 nHBV 0.0 - 0.0 24.6 1009.9 77 
01/10/2015 01:45:00 nHBV 0.0 - 0.0 24.5 1009.7 79 
01/10/2015 02:00:00 nHBV 0.0 125 2.8 24.1 1009.7 82 
01/10/2015 02:15:00 nHBV 0.0 - 0.0 24.6 1009.7 82 
01/10/2015 02:30:00 nHBV 0.0 - 0.0 24.2 1009.4 83 
01/10/2015 02:45:00 nHBV 0.0 - 0.0 24.0 1009.4 83 
01/10/2015 03:00:00 nHBV 0.0 - 0.0 24.0 1009.4 82 
01/10/2015 03:15:00 nHBV 0.0 - 0.0 24.0 1009.2 83 
01/10/2015 03:30:00 nHBV 0.0 - 0.0 23.7 1009.4 83 
01/10/2015 03:45:00 nHBV 0.0 - 0.0 24.3 1009.7 83 
01/10/2015 04:00:00 nHBV 0.0 - 0.0 24.1 1009.7 83 
01/10/2015 04:15:00 nHBV 0.0 134 4.6 23.8 1009.7 83 
01/10/2015 04:30:00 nHBV 0.0 090 3.5 23.6 1009.7 83 
01/10/2015 04:45:00 nHBV 0.0 118 4.6 23.4 1009.9 84 
01/10/2015 05:00:00 nHBV 0.0 121 3.2 23.7 1010.2 83 
01/10/2015 05:15:00 nHBV 0.0 - 0.0 23.5 1010.2 83 
