Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/11/2009 00:00:00 HBV 0.0 158 0.6 24.1 1008.3 80 
01/11/2009 00:15:00 HBV 0.0 127 1.9 24.2 1008.2 80 
01/11/2009 00:30:00 HBV 0.0 170 1.8 24.0 1008.1 82 
01/11/2009 00:45:00 HBV 0.0 134 1.5 23.8 1007.8 82 
01/11/2009 01:00:00 HBV 0.0 164 3.2 23.6 1007.5 82 
01/11/2009 01:15:00 HBV 0.0 163 3.6 23.6 1007.2 83 
01/11/2009 01:30:00 HBV 0.0 164 2.6 23.5 1007.0 84 
01/11/2009 01:45:00 HBV 0.0 160 2.6 23.5 1006.9 84 
01/11/2009 02:00:00 HBV 0.0 168 2.1 23.5 1006.5 83 
01/11/2009 02:15:00 HBV 0.0 153 2.1 23.5 1006.4 82 
01/11/2009 02:30:00 HBV 0.0 142 2.1 23.6 1006.4 82 
01/11/2009 02:45:00 HBV 0.0 174 2.1 23.5 1006.4 83 
01/11/2009 03:00:00 HBV 0.0 189 0.6 23.4 1006.2 83 
01/11/2009 03:15:00 HBV 0.0 168 1.3 23.5 1006.1 82 
01/11/2009 03:30:00 HBV 0.0 159 1.9 23.4 1006.1 82 
01/11/2009 03:45:00 HBV 0.0 - 0.0 23.5 1006.1 81 
01/11/2009 04:00:00 HBV 0.0 286 0.1 23.5 1006.1 81 
01/11/2009 04:15:00 HBV 0.0 274 1.2 23.6 1006.0 80 
01/11/2009 04:30:00 HBV 0.0 273 0.3 23.6 1006.1 80 
01/11/2009 04:45:00 HBV 0.0 265 0.3 23.6 1006.0 80 
01/11/2009 05:00:00 HBV 0.0 177 0.3 23.6 1006.0 80 
01/11/2009 05:15:00 HBV 0.0 - 0.0 23.6 1006.1 81 
01/11/2009 05:30:00 HBV 0.0 158 1.6 23.5 1006.1 81 
