Relatório Meteorológico da Estação: Sao Cristovao 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/05/2011 00:00:00 nHBV 0.0 052 1.6 24.2 1008.3 82 
01/05/2011 00:15:00 nHBV 0.0 065 1.7 24.5 1008.2 83 
01/05/2011 00:30:00 nHBV 0.0 066 0.3 24.3 1008.0 83 
01/05/2011 00:45:00 nHBV 0.0 063 1.8 24.6 1008.0 84 
01/05/2011 01:00:00 nHBV 0.0 072 0.8 24.3 1008.0 85 
01/05/2011 01:15:00 nHBV 0.0 072 2.1 24.1 1007.7 85 
01/05/2011 01:30:00 nHBV 0.0 052 0.9 24.0 1007.1 85 
01/05/2011 01:45:00 nHBV 0.0 - 0.0 23.6 1007.5 85 
01/05/2011 02:00:00 nHBV 0.0 - 0.0 23.4 1007.1 87 
01/05/2011 02:15:00 nHBV 0.0 - 0.0 23.2 1007.2 88 
01/05/2011 02:30:00 nHBV 0.0 - 0.0 23.2 1007.2 88 
01/05/2011 02:45:00 nHBV 0.0 - 0.0 23.4 1007.2 89 
01/05/2011 03:00:00 nHBV 0.0 - 0.0 23.5 1007.2 89 
01/05/2011 03:15:00 nHBV 0.0 - 0.0 23.2 1007.2 90 
01/05/2011 03:30:00 nHBV 0.0 - 0.0 23.2 1007.0 90 
01/05/2011 03:45:00 nHBV 0.0 - 0.0 23.1 1006.9 90 
01/05/2011 04:00:00 nHBV 0.0 - 0.0 23.1 1006.6 91 
01/05/2011 04:15:00 nHBV 0.0 - 0.0 23.5 1006.7 91 
01/05/2011 04:30:00 nHBV 0.0 049 1.7 23.2 1006.9 92 
01/05/2011 04:45:00 nHBV 0.0 078 1.3 23.2 1007.0 93 
01/05/2011 05:00:00 nHBV 0.0 - 0.0 23.4 1006.9 94 
01/05/2011 05:15:00 nHBV 0.0 - 0.0 22.7 1007.1 93 
