Relatório Meteorológico da Estação: Vidigal 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/02/2021 00:00:00 HBV 0.0 - 0.0 ND ND ND 
01/02/2021 00:05:00 HBV 0.0 - 0.0 ND ND ND 
01/02/2021 00:10:00 HBV 0.0 - 0.0 ND ND ND 
01/02/2021 00:15:00 HBV 0.0 - 0.0 ND ND ND 
01/02/2021 00:20:00 HBV 0.0 - 0.0 ND ND ND 
01/02/2021 00:25:00 HBV 0.0 - 0.0 ND ND ND 
01/02/2021 00:30:00 HBV 0.0 - 0.0 ND ND ND 
01/02/2021 00:35:00 HBV 0.0 - 0.0 ND ND ND 
01/02/2021 00:40:00 HBV 0.0 - 0.0 ND ND ND 
01/02/2021 00:45:00 HBV 0.0 284 20.1 ND ND ND 
01/02/2021 00:50:00 HBV 0.0 280 23.0 ND ND ND 
01/02/2021 00:55:00 HBV 0.0 274 11.5 ND ND ND 
01/02/2021 01:00:00 HBV 0.0 289 34.5 ND ND ND 
01/02/2021 01:05:00 HBV 0.0 261 20.1 ND ND ND 
01/02/2021 01:10:00 HBV 0.0 264 25.9 ND ND ND 
01/02/2021 01:15:00 HBV 0.0 263 23.0 ND ND ND 
01/02/2021 01:20:00 HBV 0.0 258 34.5 ND ND ND 
01/02/2021 01:25:00 HBV 0.0 266 37.4 ND ND ND 
01/02/2021 01:30:00 HBV 0.0 275 11.5 ND ND ND 
01/02/2021 01:35:00 HBV 0.0 084 5.8 ND ND ND 
01/02/2021 01:40:00 HBV 0.0 277 28.8 ND ND ND 
01/02/2021 01:45:00 HBV 0.0 262 31.6 ND ND ND 
01/02/2021 01:50:00 HBV 0.0 038 14.4 ND ND ND 
01/02/2021 01:55:00 HBV 0.0 292 34.5 ND ND ND 
01/02/2021 02:00:00 HBV 0.0 267 31.6 ND ND ND 
