Relatório Meteorológico da Estação: Vidigal 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (Km/h) (celsius) (hPa) (%) 
01/12/2021 00:00:00 HBV 0.0 249 5.8 ND ND ND 
01/12/2021 00:05:00 HBV 0.0 212 2.9 ND ND ND 
01/12/2021 00:10:00 HBV 0.0 261 5.8 ND ND ND 
01/12/2021 00:15:00 HBV 0.0 - 0.0 ND ND ND 
01/12/2021 00:20:00 HBV 0.0 242 8.6 ND ND ND 
01/12/2021 00:25:00 HBV 0.0 210 2.9 ND ND ND 
01/12/2021 00:30:00 HBV 0.0 248 5.8 ND ND ND 
01/12/2021 00:35:00 HBV 0.0 227 8.6 ND ND ND 
01/12/2021 00:40:00 HBV 0.0 008 2.9 ND ND ND 
01/12/2021 00:45:00 HBV 0.0 252 5.8 ND ND ND 
01/12/2021 00:50:00 HBV 0.0 285 11.5 ND ND ND 
01/12/2021 00:55:00 HBV 0.0 252 17.3 ND ND ND 
01/12/2021 01:00:00 HBV 0.0 273 11.5 ND ND ND 
01/12/2021 01:05:00 HBV 0.4 275 5.8 ND ND ND 
01/12/2021 01:10:00 HBV 0.4 - 0.0 ND ND ND 
01/12/2021 01:15:00 HBV 0.6 027 8.6 ND ND ND 
01/12/2021 01:20:00 HBV 0.2 020 14.4 ND ND ND 
01/12/2021 01:25:00 HBV 0.2 027 14.4 ND ND ND 
01/12/2021 01:30:00 HBV 0.0 028 11.5 ND ND ND 
01/12/2021 01:35:00 HBV 0.0 027 11.5 ND ND ND 
01/12/2021 01:40:00 HBV 0.0 - 0.0 ND ND ND 
01/12/2021 01:45:00 HBV 0.0 022 14.4 ND ND ND 
01/12/2021 01:50:00 HBV 0.6 030 25.9 ND ND ND 
01/12/2021 01:55:00 HBV 0.8 016 23.0 ND ND ND 
01/12/2021 02:00:00 HBV 0.8 321 2.9 ND ND ND 
