Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/11/2014 00:00:00 HBV 0.0 108 1.3 27.4 1009.2 69 
01/11/2014 00:15:00 HBV 0.0 077 0.2 27.0 1009.2 73 
01/11/2014 00:30:00 HBV 0.0 - 0.0 26.7 1008.9 75 
01/11/2014 00:45:00 HBV 0.0 - 0.0 26.8 1009.2 75 
01/11/2014 01:00:00 HBV 0.0 - 0.0 26.5 1008.9 75 
01/11/2014 01:15:00 HBV 0.0 - 0.0 26.7 1008.9 74 
01/11/2014 01:30:00 HBV 0.0 - 0.0 26.5 1008.9 77 
01/11/2014 01:45:00 HBV 0.0 131 1.4 26.3 1008.7 80 
01/11/2014 02:00:00 HBV 0.0 109 0.1 26.3 1008.7 80 
01/11/2014 02:15:00 HBV 0.0 - 0.0 26.4 1008.7 78 
01/11/2014 02:30:00 HBV 0.0 109 1.3 26.4 1008.7 76 
01/11/2014 02:45:00 HBV 0.0 100 1.3 26.3 1008.4 78 
01/11/2014 03:00:00 HBV 0.0 105 1.5 26.4 1008.7 76 
01/11/2014 03:15:00 HBV 0.0 119 1.5 26.0 1008.7 78 
01/11/2014 03:30:00 HBV 0.0 - 0.0 26.2 1008.7 79 
01/11/2014 03:45:00 HBV 0.0 - 0.0 26.0 1008.7 79 
01/11/2014 04:00:00 HBV 0.0 - 0.0 25.9 1008.7 81 
01/11/2014 04:15:00 HBV 0.0 - 0.0 25.6 1008.4 79 
01/11/2014 04:30:00 HBV 0.0 - 0.0 25.7 1008.7 79 
01/11/2014 04:45:00 HBV 0.0 - 0.0 25.7 1008.7 78 
01/11/2014 05:00:00 HBV 0.0 023 1.3 25.7 1009.2 80 
01/11/2014 05:15:00 HBV 0.0 030 1.7 25.4 1009.2 80 
01/11/2014 05:30:00 HBV 0.0 - 0.0 25.4 1009.4 80 
