Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/02/2010 00:00:00 HBV 0.0 140 1.7 28.4 1010.6 69 
01/02/2010 00:15:00 HBV 0.0 147 0.8 28.4 1010.6 68 
01/02/2010 00:30:00 HBV 0.0 143 0.6 28.1 1010.8 69 
01/02/2010 00:45:00 HBV 0.0 137 1.2 28.0 1010.6 69 
01/02/2010 01:00:00 HBV 0.0 135 1.9 27.7 1010.6 70 
01/02/2010 01:15:00 HBV 0.0 158 1.4 27.5 1010.5 72 
01/02/2010 01:30:00 HBV 0.0 143 1.5 27.5 1010.5 72 
01/02/2010 01:45:00 HBV 0.0 147 1.8 27.4 1010.6 72 
01/02/2010 02:00:00 HBV 0.0 163 1.0 27.5 1010.5 72 
01/02/2010 02:15:00 HBV 0.0 147 1.3 27.4 1010.6 73 
01/02/2010 02:30:00 HBV 0.0 153 1.4 27.4 1010.8 74 
01/02/2010 02:45:00 HBV 0.0 147 1.2 27.1 1010.8 74 
01/02/2010 03:00:00 HBV 0.0 133 2.1 27.1 1010.8 75 
01/02/2010 03:15:00 HBV 0.0 141 1.5 27.1 1010.5 75 
01/02/2010 03:30:00 HBV 0.0 159 1.7 26.9 1010.4 77 
01/02/2010 03:45:00 HBV 0.0 161 1.3 26.9 1010.2 78 
01/02/2010 04:00:00 HBV 0.0 149 1.7 26.8 1010.0 78 
01/02/2010 04:15:00 HBV 0.0 148 1.4 26.8 1010.0 79 
01/02/2010 04:30:00 HBV 0.0 176 2.1 26.8 1010.2 79 
01/02/2010 04:45:00 HBV 0.0 135 2.3 26.8 1010.2 79 
01/02/2010 05:00:00 HBV 0.0 145 1.2 26.7 1010.2 79 
01/02/2010 05:15:00 HBV 0.0 186 1.4 26.5 1010.2 81 
01/02/2010 05:30:00 HBV 0.0 137 1.4 26.5 1010.2 80 
