Relatório Meteorológico da Estação: Sao Cristovao 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/06/2010 00:00:00 HBV 0.0 282 2.2 19.1 1016.4 83 
01/06/2010 00:15:00 HBV 0.0 279 2.2 19.2 1016.1 80 
01/06/2010 00:30:00 HBV 0.0 006 2.5 19.2 1016.4 83 
01/06/2010 00:45:00 HBV 0.0 - 0.0 19.0 1016.1 85 
01/06/2010 01:00:00 HBV 0.0 006 2.2 19.3 1016.4 87 
01/06/2010 01:15:00 HBV 0.0 103 1.0 18.7 1016.1 90 
01/06/2010 01:30:00 HBV 0.0 002 0.7 19.1 1016.4 87 
01/06/2010 01:45:00 HBV 0.0 - 0.0 19.1 1016.1 86 
01/06/2010 02:00:00 HBV 0.0 - 0.0 19.1 1016.5 86 
01/06/2010 02:15:00 HBV 0.0 351 0.6 18.8 1017.1 89 
01/06/2010 02:30:00 HBV 1.2 012 3.6 18.8 1016.6 93 
01/06/2010 02:45:00 HBV 0.0 096 1.9 18.6 1016.4 90 
01/06/2010 03:00:00 HBV 0.0 060 1.6 18.6 1016.4 90 
01/06/2010 03:15:00 HBV 0.0 353 2.4 18.5 1016.7 87 
01/06/2010 03:30:00 HBV 0.6 - 0.0 18.0 1017.0 89 
01/06/2010 03:45:00 HBV 0.0 064 0.5 18.1 1017.1 90 
01/06/2010 04:00:00 HBV 0.0 349 1.4 17.9 1017.1 90 
01/06/2010 04:15:00 HBV 0.0 078 1.3 17.7 1017.4 91 
01/06/2010 04:30:00 HBV 1.2 024 3.5 17.9 1017.1 94 
01/06/2010 04:45:00 HBV 0.6 004 1.5 18.0 1017.1 95 
01/06/2010 05:00:00 HBV 0.2 026 0.6 17.5 1017.6 95 
01/06/2010 05:15:00 HBV 0.0 - 0.0 17.1 1017.8 95 
01/06/2010 05:30:00 HBV 0.0 - 0.0 17.7 1017.8 94 
