Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/02/2014 00:00:00 HBV 0.0 339 1.3 29.5 1009.5 58 
01/02/2014 00:15:00 HBV 0.0 - 0.0 29.6 1009.4 59 
01/02/2014 00:30:00 HBV 0.0 110 1.5 29.7 1009.5 58 
01/02/2014 00:45:00 HBV 0.0 144 0.6 29.3 1009.5 59 
01/02/2014 01:00:00 HBV 0.0 125 1.3 29.2 1009.2 63 
01/02/2014 01:15:00 HBV 0.0 134 1.5 28.5 1009.2 64 
01/02/2014 01:30:00 HBV 0.0 - 0.0 28.6 1009.3 64 
01/02/2014 01:45:00 HBV 0.0 - 0.0 28.5 1009.2 61 
01/02/2014 02:00:00 HBV 0.0 057 0.8 28.6 1008.9 61 
01/02/2014 02:15:00 HBV 0.0 - 0.0 28.6 1008.9 61 
01/02/2014 02:30:00 HBV 0.0 088 1.7 28.4 1008.9 61 
01/02/2014 02:45:00 HBV 0.0 111 1.5 28.0 1008.9 63 
01/02/2014 03:00:00 HBV 0.0 - 0.0 27.6 1008.8 63 
01/02/2014 03:15:00 HBV 0.0 128 1.7 27.7 1008.7 64 
01/02/2014 03:30:00 HBV 0.0 - 0.0 27.5 1008.7 66 
01/02/2014 03:45:00 HBV 0.0 095 1.5 27.9 1008.7 65 
01/02/2014 04:00:00 HBV 0.0 148 1.1 27.4 1008.7 67 
01/02/2014 04:15:00 HBV 0.0 111 1.6 27.5 1008.7 68 
01/02/2014 04:30:00 HBV 0.0 - 0.0 27.3 1008.7 70 
01/02/2014 04:45:00 HBV 0.0 - 0.0 27.5 1008.7 69 
01/02/2014 05:00:00 HBV 0.0 106 2.1 27.4 1008.7 72 
01/02/2014 05:15:00 HBV 0.0 125 1.4 26.9 1008.9 73 
01/02/2014 05:30:00 HBV 0.0 127 1.3 26.9 1009.2 71 
