Relatório Meteorológico da Estação: Sao Cristovao 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/04/2011 00:00:00 HBV 0.2 131 3.7 23.4 1008.2 92 
01/04/2011 00:15:00 HBV 0.2 189 5.1 23.0 1008.2 90 
01/04/2011 00:30:00 HBV 0.0 184 3.3 23.8 1008.2 91 
01/04/2011 00:45:00 HBV 0.0 114 2.0 23.5 1008.1 91 
01/04/2011 01:00:00 HBV 0.0 151 4.8 24.1 1008.2 90 
01/04/2011 01:15:00 HBV 0.4 198 2.2 23.7 1007.8 91 
01/04/2011 01:30:00 HBV 2.8 159 3.7 23.5 1008.0 93 
01/04/2011 01:45:00 HBV 3.0 126 1.6 22.9 1007.7 93 
01/04/2011 02:00:00 HBV 1.0 094 1.5 23.1 1007.7 92 
01/04/2011 02:15:00 HBV 1.2 - 0.0 23.0 1007.6 92 
01/04/2011 02:30:00 HBV 1.0 107 3.4 22.6 1007.6 93 
01/04/2011 02:45:00 HBV 0.6 075 2.2 23.4 1007.8 93 
01/04/2011 03:00:00 HBV 0.2 091 2.0 22.9 1007.8 93 
01/04/2011 03:15:00 HBV 0.0 - 0.0 22.9 1007.8 92 
01/04/2011 03:30:00 HBV 0.0 - 0.0 23.1 1007.7 92 
01/04/2011 03:45:00 HBV 0.0 - 0.0 23.2 1008.0 92 
01/04/2011 04:00:00 HBV 0.0 - 0.0 23.1 1007.8 92 
01/04/2011 04:15:00 HBV 0.0 - 0.0 22.6 1008.0 92 
01/04/2011 04:30:00 HBV 0.0 202 1.2 23.4 1007.8 93 
01/04/2011 04:45:00 HBV 0.0 220 1.5 22.9 1008.0 91 
01/04/2011 05:00:00 HBV 0.0 - 0.0 23.1 1008.2 91 
01/04/2011 05:15:00 HBV 0.0 - 0.0 23.1 1008.2 91 
01/04/2011 05:30:00 HBV 0.2 - 0.0 23.4 1008.3 91 
