Relatório Meteorológico da Estação: São Cristóvão 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/12/2004 00:00:00 HBV 0.0 349 0.5 22.4 1010.6 72 
01/12/2004 00:15:00 HBV 0.0 052 1.4 22.3 1010.6 73 
01/12/2004 00:30:00 HBV 0.0 058 1.1 22.1 1010.5 74 
01/12/2004 00:45:00 HBV 0.0 033 1.1 22.1 1010.4 74 
01/12/2004 01:00:00 HBV 0.0 044 1.2 22.1 1010.2 74 
01/12/2004 01:15:00 HBV 0.0 131 1.1 21.9 1009.9 72 
01/12/2004 01:30:00 HBV 0.0 - 0.0 22.0 1009.9 71 
01/12/2004 01:45:00 HBV 0.0 - 0.0 21.9 1009.7 70 
01/12/2004 02:00:00 HBV 0.0 299 1.4 22.1 1009.4 76 
01/12/2004 02:15:00 HBV 0.0 009 1.2 21.6 1009.4 79 
01/12/2004 02:30:00 HBV 0.0 030 1.5 21.4 1009.3 80 
01/12/2004 02:45:00 HBV 0.0 349 0.9 21.4 1009.2 79 
01/12/2004 03:00:00 HBV 0.0 322 1.6 21.6 1009.2 79 
01/12/2004 03:15:00 HBV 0.0 305 1.3 21.6 1009.1 80 
01/12/2004 03:30:00 HBV 0.0 315 0.8 21.5 1009.2 81 
01/12/2004 03:45:00 HBV 0.0 022 1.5 21.3 1009.1 82 
01/12/2004 04:00:00 HBV 0.0 008 0.7 21.2 1008.9 82 
01/12/2004 04:15:00 HBV 0.0 - 0.0 21.2 1009.1 81 
01/12/2004 04:30:00 HBV 0.0 008 1.6 21.2 1009.2 81 
01/12/2004 04:45:00 HBV 0.0 019 1.0 21.2 1009.4 81 
01/12/2004 05:00:00 HBV 0.0 045 1.1 21.2 1009.4 81 
01/12/2004 05:15:00 HBV 0.0 033 0.2 21.2 1009.5 80 
01/12/2004 05:30:00 HBV 0.0 050 0.3 21.3 1009.7 79 
