Relatório Meteorológico da Estação: Sao Cristovao 
 
Dados normalizados para o Horário Brasileiro de Verão (HBV) 
 
Dia Hora HBV Chuva DirVento VelVento Temperatura Pressao Umidade 
 (graus) (m/s) (celsius) (hPa) (%) 
01/11/2010 00:00:00 HBV 0.0 - 0.0 24.1 1009.7 80 
01/11/2010 00:15:00 HBV 0.0 265 0.7 24.0 1009.7 78 
01/11/2010 00:30:00 HBV 0.0 - 0.0 24.3 1009.7 76 
01/11/2010 00:45:00 HBV 0.0 - 0.0 24.0 1010.4 76 
01/11/2010 01:00:00 HBV 0.0 - 0.0 24.2 1009.4 75 
01/11/2010 01:15:00 HBV 0.0 - 0.0 24.3 1009.4 74 
01/11/2010 01:30:00 HBV 0.0 - 0.0 24.8 1008.7 74 
01/11/2010 01:45:00 HBV 0.0 245 0.8 24.5 1007.7 76 
01/11/2010 02:00:00 HBV 0.0 - 0.0 24.2 1007.7 76 
01/11/2010 02:15:00 HBV 0.0 - 0.0 24.2 1008.7 76 
01/11/2010 02:30:00 HBV 0.0 264 1.5 24.2 1008.4 77 
01/11/2010 02:45:00 HBV 0.0 258 1.1 24.7 1008.2 77 
01/11/2010 03:00:00 HBV 0.0 185 1.7 24.2 1008.0 80 
01/11/2010 03:15:00 HBV 0.0 - 0.0 24.1 1007.5 80 
01/11/2010 03:30:00 HBV 0.0 - 0.0 24.0 1008.4 80 
01/11/2010 03:45:00 HBV 0.0 189 1.0 23.8 1007.7 81 
01/11/2010 04:00:00 HBV 0.0 157 1.1 24.2 1008.1 79 
01/11/2010 04:15:00 HBV 0.0 - 0.0 23.6 1008.2 82 
01/11/2010 04:30:00 HBV 0.0 155 0.6 23.6 1008.2 82 
01/11/2010 04:45:00 HBV 0.0 189 2.7 23.6 1008.4 82 
01/11/2010 05:00:00 HBV 0.0 236 1.0 23.8 1008.2 83 
01/11/2010 05:15:00 HBV 0.0 228 1.1 23.5 1008.6 84 
01/11/2010 05:30:00 HBV 0.0 - 0.0 23.7 1008.7 85 
